Season,Date,Time,Home,Away,Result
2024/2025,29/11/2024,19:30,Piast Gliwice,Lech Poznan,D
2024/2025,30/11/2024,13:45,Slask Wroclaw,Puszcza,A
2024/2025,30/11/2024,16:30,GKS Katowice,Lechia Gdansk,H
2024/2025,30/11/2024,19:15,Widzew Lodz,Rakow,A
2024/2025,01/12/2024,11:15,Korona Kielce,Gornik Zabrze,A
2024/2025,01/12/2024,13:45,Pogon Szczecin,Jagiellonia,D
2024/2025,01/12/2024,16:30,Stal Mielec,Legia,D
2024/2025,02/12/2024,18:00,Motor Lublin,Radomiak Radom,H
2024/2025,06/12/2024,17:00,Radomiak Radom,GKS Katowice,D
2024/2025,06/12/2024,19:30,Gornik Zabrze,Lech Poznan,H
2024/2025,07/12/2024,13:45,Lechia Gdansk,Slask Wroclaw,H
2024/2025,07/12/2024,16:30,Widzew Lodz,Stal Mielec,H
2024/2025,07/12/2024,19:15,Rakow,Motor Lublin,D
2024/2025,08/12/2024,11:15,Piast Gliwice,Cracovia,D
2024/2025,08/12/2024,13:45,Puszcza,Jagiellonia,D
2024/2025,08/12/2024,16:30,Zaglebie,Legia,A
2024/2025,09/12/2024,18:00,Korona Kielce,Pogon Szczecin,D
2024/2025,14/12/2024,16:30,Slask Wroclaw,Radomiak Radom,A
2024/2025,31/01/2025,17:00,GKS Katowice,Stal Mielec,H
2024/2025,31/01/2025,19:30,Lech Poznan,Widzew Lodz,H
2024/2025,01/02/2025,13:45,Motor Lublin,Lechia Gdansk,D
2024/2025,01/02/2025,16:30,Cracovia,Rakow,D
2024/2025,01/02/2025,19:15,Pogon Szczecin,Zaglebie,H
2024/2025,02/02/2025,11:15,Gornik Zabrze,Puszcza,D
2024/2025,02/02/2025,13:45,Jagiellonia,Radomiak Radom,H
2024/2025,02/02/2025,16:30,Legia,Korona Kielce,D
2024/2025,03/02/2025,18:00,Slask Wroclaw,Piast Gliwice,A
2024/2025,07/02/2025,17:00,Stal Mielec,Jagiellonia,H
2024/2025,07/02/2025,19:30,Pogon Szczecin,Gornik Zabrze,H
2024/2025,08/02/2025,13:45,Radomiak Radom,Slask Wroclaw,D
2024/2025,08/02/2025,16:30,Rakow,GKS Katowice,A
2024/2025,08/02/2025,19:15,Piast Gliwice,Legia,H
2024/2025,09/02/2025,11:15,Korona Kielce,Motor Lublin,H
2024/2025,09/02/2025,13:45,Widzew Lodz,Cracovia,D
2024/2025,09/02/2025,16:30,Lechia Gdansk,Lech Poznan,H
2024/2025,10/02/2025,18:00,Puszcza,Zaglebie,A
2024/2025,14/02/2025,17:00,Cracovia,Korona Kielce,D
2024/2025,14/02/2025,19:30,Lech Poznan,Rakow,A
2024/2025,15/02/2025,13:45,Slask Wroclaw,Widzew Lodz,H
2024/2025,15/02/2025,16:30,Gornik Zabrze,Radomiak Radom,H
2024/2025,15/02/2025,19:15,Legia,Puszcza,H
2024/2025,16/02/2025,11:15,Stal Mielec,Pogon Szczecin,A
2024/2025,16/02/2025,13:45,GKS Katowice,Piast Gliwice,D
2024/2025,16/02/2025,16:30,Jagiellonia,Motor Lublin,H
2024/2025,17/02/2025,18:00,Zaglebie,Lechia Gdansk,A
2024/2025,21/02/2025,17:00,Piast Gliwice,Stal Mielec,D
2024/2025,21/02/2025,19:30,Rakow,Gornik Zabrze,H
2024/2025,22/02/2025,13:45,Korona Kielce,Slask Wroclaw,H
2024/2025,22/02/2025,16:30,Widzew Lodz,Pogon Szczecin,A
2024/2025,22/02/2025,19:15,Radomiak Radom,Legia,H
2024/2025,23/02/2025,11:15,Lechia Gdansk,Puszcza,A
2024/2025,23/02/2025,13:45,Cracovia,Jagiellonia,D
2024/2025,23/02/2025,16:30,Lech Poznan,Zaglebie,H
2024/2025,24/02/2025,18:00,Motor Lublin,GKS Katowice,H
2024/2025,28/02/2025,17:00,Radomiak Radom,Widzew Lodz,D
2024/2025,28/02/2025,19:30,Gornik Zabrze,Cracovia,A
2024/2025,01/03/2025,13:45,Stal Mielec,Korona Kielce,A
2024/2025,01/03/2025,16:30,Pogon Szczecin,Lech Poznan,A
2024/2025,01/03/2025,19:15,Zaglebie,Piast Gliwice,A
2024/2025,02/03/2025,11:15,Puszcza,Motor Lublin,A
2024/2025,02/03/2025,13:45,Legia,Slask Wroclaw,H
2024/2025,02/03/2025,16:30,Jagiellonia,GKS Katowice,H
2024/2025,03/03/2025,18:00,Rakow,Lechia Gdansk,H
2024/2025,07/03/2025,17:00,Korona Kielce,Puszcza,H
2024/2025,07/03/2025,19:30,Slask Wroclaw,Pogon Szczecin,D
2024/2025,08/03/2025,13:45,Cracovia,Radomiak Radom,A
2024/2025,08/03/2025,16:30,Piast Gliwice,Rakow,A
2024/2025,08/03/2025,19:15,Lech Poznan,Stal Mielec,H
2024/2025,09/03/2025,11:15,GKS Katowice,Zaglebie,H
2024/2025,09/03/2025,13:45,Lechia Gdansk,Gornik Zabrze,A
2024/2025,09/03/2025,16:30,Widzew Lodz,Jagiellonia,A
2024/2025,10/03/2025,18:00,Motor Lublin,Legia,D
2024/2025,14/03/2025,17:00,Radomiak Radom,Lechia Gdansk,H
2024/2025,14/03/2025,19:30,Pogon Szczecin,Cracovia,H
2024/2025,15/03/2025,13:45,Stal Mielec,Slask Wroclaw,A
2024/2025,15/03/2025,16:30,Gornik Zabrze,Motor Lublin,H
2024/2025,15/03/2025,19:15,Widzew Lodz,GKS Katowice,H
2024/2025,16/03/2025,11:15,Puszcza,Piast Gliwice,H
2024/2025,16/03/2025,13:45,Zaglebie,Korona Kielce,D
2024/2025,16/03/2025,16:30,Rakow,Legia,H
2024/2025,16/03/2025,19:15,Jagiellonia,Lech Poznan,H
2024/2025,28/03/2025,17:00,Piast Gliwice,Widzew Lodz,A
2024/2025,28/03/2025,19:30,Legia,Pogon Szczecin,D
2024/2025,29/03/2025,13:45,Cracovia,Puszcza,H
2024/2025,29/03/2025,16:30,Lechia Gdansk,Jagiellonia,H
2024/2025,29/03/2025,19:15,Slask Wroclaw,Lech Poznan,H
2024/2025,30/03/2025,11:15,Korona Kielce,Radomiak Radom,A
2024/2025,30/03/2025,13:45,Motor Lublin,Stal Mielec,H
2024/2025,30/03/2025,16:30,GKS Katowice,Gornik Zabrze,H
2024/2025,31/03/2025,18:00,Zaglebie,Rakow,A
2024/2025,04/04/2025,17:00,Stal Mielec,Cracovia,D
2024/2025,04/04/2025,19:30,Widzew Lodz,Lechia Gdansk,H
2024/2025,05/04/2025,13:45,Radomiak Radom,Zaglebie,A
2024/2025,05/04/2025,16:30,Slask Wroclaw,Motor Lublin,D
2024/2025,05/04/2025,19:15,Lech Poznan,Korona Kielce,H
2024/2025,06/04/2025,11:15,Jagiellonia,Piast Gliwice,D
2024/2025,06/04/2025,13:45,Gornik Zabrze,Legia,A
2024/2025,06/04/2025,16:30,Pogon Szczecin,GKS Katowice,H
2024/2025,07/04/2025,18:00,Puszcza,Rakow,D
2024/2025,11/04/2025,17:00,Zaglebie,Gornik Zabrze,H
2024/2025,11/04/2025,19:30,Korona Kielce,Widzew Lodz,H
2024/2025,12/04/2025,13:45,GKS Katowice,Puszcza,H
2024/2025,12/04/2025,16:30,Cracovia,Slask Wroclaw,A
2024/2025,12/04/2025,19:15,Rakow,Radomiak Radom,H
2024/2025,13/04/2025,13:45,Piast Gliwice,Pogon Szczecin,H
2024/2025,13/04/2025,16:30,Motor Lublin,Lech Poznan,A
2024/2025,13/04/2025,19:15,Legia,Jagiellonia,A
2024/2025,14/04/2025,18:00,Lechia Gdansk,Stal Mielec,H
2024/2025,19/04/2025,11:15,Piast Gliwice,Korona Kielce,D
2024/2025,19/04/2025,13:45,Slask Wroclaw,GKS Katowice,A
2024/2025,19/04/2025,16:30,Widzew Lodz,Motor Lublin,A
2024/2025,19/04/2025,19:15,Pogon Szczecin,Rakow,H
2024/2025,21/04/2025,11:15,Puszcza,Radomiak Radom,D
2024/2025,21/04/2025,13:45,Jagiellonia,Zaglebie,A
2024/2025,21/04/2025,16:30,Legia,Lechia Gdansk,H
2024/2025,21/04/2025,19:15,Lech Poznan,Cracovia,H
2024/2025,22/04/2025,18:00,Stal Mielec,Gornik Zabrze,D
2024/2025,25/04/2025,17:00,Puszcza,Pogon Szczecin,A
2024/2025,25/04/2025,19:30,Rakow,Slask Wroclaw,H
2024/2025,26/04/2025,13:45,Lechia Gdansk,Piast Gliwice,H
2024/2025,26/04/2025,16:30,Motor Lublin,Cracovia,A
2024/2025,26/04/2025,19:15,GKS Katowice,Legia,A
2024/2025,27/04/2025,11:15,Korona Kielce,Jagiellonia,H
2024/2025,27/04/2025,13:45,Gornik Zabrze,Widzew Lodz,D
2024/2025,27/04/2025,16:30,Radomiak Radom,Lech Poznan,D
2024/2025,28/04/2025,18:00,Zaglebie,Stal Mielec,D
2024/2025,03/05/2025,13:45,Stal Mielec,Rakow,A
2024/2025,03/05/2025,16:30,Slask Wroclaw,Zaglebie,H
2024/2025,03/05/2025,19:15,Lech Poznan,Puszcza,H
2024/2025,04/05/2025,11:15,Piast Gliwice,Radomiak Radom,D
2024/2025,04/05/2025,13:45,Cracovia,Lechia Gdansk,A
2024/2025,04/05/2025,16:30,Jagiellonia,Gornik Zabrze,D
2024/2025,05/05/2025,18:00,Korona Kielce,GKS Katowice,H
2024/2025,09/05/2025,17:00,Motor Lublin,Piast Gliwice,A
2024/2025,09/05/2025,19:30,Gornik Zabrze,Slask Wroclaw,H
2024/2025,10/05/2025,13:45,Radomiak Radom,Pogon Szczecin,H
2024/2025,10/05/2025,16:30,Zaglebie,Widzew Lodz,H
2024/2025,10/05/2025,19:15,Rakow,Jagiellonia,A
2024/2025,11/05/2025,11:15,Lechia Gdansk,Korona Kielce,H
2024/2025,11/05/2025,13:45,GKS Katowice,Cracovia,H
2024/2025,11/05/2025,16:30,Legia,Lech Poznan,A
2024/2025,12/05/2025,18:00,Puszcza,Stal Mielec,A
2024/2025,14/05/2025,19:30,Pogon Szczecin,Motor Lublin,H
2024/2025,15/05/2025,19:30,Widzew Lodz,Legia,A
2024/2025,16/05/2025,17:00,Stal Mielec,Radomiak Radom,D
2024/2025,16/05/2025,19:30,Slask Wroclaw,Jagiellonia,D
2024/2025,17/05/2025,13:45,Pogon Szczecin,Lechia Gdansk,D
2024/2025,17/05/2025,16:30,Piast Gliwice,Gornik Zabrze,H
2024/2025,17/05/2025,19:15,Korona Kielce,Rakow,D
2024/2025,18/05/2025,11:15,Motor Lublin,Zaglebie,H
2024/2025,18/05/2025,13:45,Cracovia,Legia,H
2024/2025,18/05/2025,16:30,GKS Katowice,Lech Poznan,D
2024/2025,19/05/2025,18:00,Widzew Lodz,Puszcza,H
2024/2025,24/05/2025,16:30,Gornik Zabrze,Korona Kielce,D
2024/2025,24/05/2025,16:30,Jagiellonia,Pogon Szczecin,D
2024/2025,24/05/2025,16:30,Lech Poznan,Piast Gliwice,H
2024/2025,24/05/2025,16:30,Lechia Gdansk,GKS Katowice,A
2024/2025,24/05/2025,16:30,Legia,Stal Mielec,D
2024/2025,24/05/2025,16:30,Puszcza,Slask Wroclaw,D
2024/2025,24/05/2025,16:30,Radomiak Radom,Motor Lublin,A
2024/2025,24/05/2025,16:30,Rakow,Widzew Lodz,H
2024/2025,24/05/2025,16:30,Zaglebie,Cracovia,A
